cache,avg,template,x,y,z,dataset,req,con,avglatency,p95latency,avgtps,p95tps,avgttft,p95ttft,avgtpot,p95tpot,compeletetime,tp
92.1,3.7,28,9,1,3,OpenSSH,2000,100,4.042595493,8.345783412,5.913631246,2.956284151,0.910490636,3.844116807,0.189412943,0.338263995,82.61824274,24.20772863
92.1,3.7,28,1,2,4,OpenSSH,2000,100,3.639758266,7.49257133,6.412736952,3.418248266,0.83036062,2.729894447,0.171432227,0.292547535,74.91931748,26.69538468
92.1,3.7,28,10,4,1,OpenSSH,2000,100,3.629568932,8.249623001,6.583245544,3.357838059,0.839993846,2.840987873,0.169791921,0.297812973,74.69982672,26.77382382
92.1,3.7,28,7,1,2,OpenSSH,2000,100,3.963959902,8.338164008,5.939146314,3.307174009,0.712035679,1.930667996,0.18375582,0.302372989,81.08284616,24.6661297
92.1,3.7,28,5,6,1,OpenSSH,2000,100,3.55576477,7.456134009,6.634709361,3.523107912,0.721192579,1.695136237,0.165522136,0.283840331,72.85786557,27.45070809
92.1,3.7,28,7,3,3,OpenSSH,2000,100,3.800227661,8.431184423,6.361841688,3.143750179,0.905842907,3.200796688,0.177527222,0.318091446,77.8737762,25.68258659
92.1,3.7,28,14,1,1,OpenSSH,2000,100,4.03901308,8.74748981,5.893327114,3.188832647,0.714636281,2.790636528,0.186478985,0.313594651,82.61438632,24.20885864
92.1,3.7,28,8,1,0,OpenSSH,2000,100,4.144756327,8.443748331,5.693485334,3.121262709,0.623331284,1.639769995,0.190125003,0.3203834,84.64633441,23.62772132
92.1,3.7,28,1,0,3,OpenSSH,2000,100,5.047756899,8.809199238,4.309332496,2.622829286,2.024292682,2.803506875,0.247140542,0.381267699,102.8709018,19.44184375
92.1,3.7,28,4,4,2,OpenSSH,2000,100,3.52272694,7.221296513,6.588442198,3.74816869,0.754402724,2.236069393,0.165011277,0.266797329,72.54596019,27.56873015
92.1,3.7,28,1,5,4,OpenSSH,2000,100,3.604453843,7.342949963,6.470909337,3.475549237,0.792327012,2.615980875,0.16901687,0.287724341,73.89351487,27.06597465
92.1,3.7,28,2,4,0,OpenSSH,2000,100,3.497223451,7.296183419,6.718476838,3.534970762,0.510349967,1.400136447,0.161098161,0.282887795,71.84167862,27.83899316
92.1,3.7,28,7,0,1,OpenSSH,2000,100,5.107397602,8.907448161,4.293457506,2.412646814,2.096996008,3.134212697,0.250874278,0.414482561,104.1497664,19.20311555
92.1,3.7,28,12,6,3,OpenSSH,2000,100,3.888463474,8.863488817,6.279470392,2.628368881,1.090795398,4.302247751,0.185360519,0.380464787,79.27356553,25.22909102
92.1,3.7,28,12,0,2,OpenSSH,2000,100,5.159699283,9.174703813,4.281793555,2.43346094,2.162946682,3.17297045,0.254068831,0.410937803,106.9506559,18.70021257
92.1,3.7,28,8,2,0,OpenSSH,2000,100,3.59493325,7.759066868,6.6705651,3.410141255,0.706966368,1.802270651,0.166904852,0.293242988,75.26875734,26.5714497
92.1,3.7,28,13,5,1,OpenSSH,2000,100,3.643341145,8.358970356,6.641705307,3.087310806,0.874087347,3.093523312,0.171031517,0.323908682,74.75252557,26.75494888
92.1,3.7,28,12,5,0,OpenSSH,2000,100,3.688578872,8.973368585,6.620246867,3.272980618,0.851189785,1.811913061,0.172828726,0.305532365,75.33583498,26.54779098
92.1,3.7,28,6,4,4,OpenSSH,2000,100,3.774571728,7.847274935,6.407589282,2.594041629,1.015026908,4.050250995,0.179228303,0.385498899,77.55942178,25.78668012
92.1,3.7,28,14,2,3,OpenSSH,2000,100,3.912464531,9.912097359,6.307528364,2.501457931,1.216598619,4.958297527,0.187998349,0.39976689,80.99493837,24.69290106
92.1,3.7,28,5,2,2,OpenSSH,2000,100,3.531161036,7.389194441,6.68323603,3.593148537,0.800705205,2.437838852,0.164957192,0.278307465,74.63169074,26.79826733
92.1,3.7,28,4,0,4,OpenSSH,2000,100,5.16663721,9.135166311,4.271198388,2.476368124,2.166477036,4.119077682,0.253527165,0.403817246,105.2759893,18.99768421
92.1,3.7,28,5,4,4,OpenSSH,2000,100,3.815015511,7.719668329,6.256244796,2.782283094,0.970430162,3.988688135,0.18003171,0.359417061,79.14471126,25.27016611
92.1,3.7,28,8,3,4,OpenSSH,2000,100,3.784551401,8.145519853,6.390190601,2.7916338,1.02909909,3.9923558,0.179964362,0.35821451,77.73308897,25.72906888
92.1,3.7,28,13,5,0,OpenSSH,2000,100,3.716150539,9.514456141,6.636931542,3.241163641,0.824303645,1.907902658,0.173533066,0.308531346,76.11319709,26.2766521
92.1,3.7,28,11,2,4,OpenSSH,2000,100,3.813857119,8.474335241,6.402823733,2.512549563,1.198698467,4.755476785,0.18359502,0.398002155,78.32160378,25.53573859
